"","ID","NBC","knn","RF","XGBoost","Linear_SVM","SVM_RBF"
"124",124,"1","1","1","1","1","1"
"125",125,"0","0","0","0","0","0"
"126",126,"1","1","1","1","1","1"
"127",127,"1","1","1","1","1","1"
"128",128,"0","0","0","0","0","0"
"129",129,"1","1","1","1","1","1"
"130",130,"1","1","1","1","1","1"
"131",131,"1","1","1","1","1","1"
"132",132,"1","1","1","1","1","1"
"133",133,"0","0","0","0","0","0"
"134",134,"1","1","1","1","1","1"
"135",135,"0","0","0","0","0","0"
"136",136,"0","0","0","0","0","0"
"137",137,"0","1","1","1","1","1"
"138",138,"0","0","0","0","0","0"
"139",139,"0","0","0","0","0","0"
"140",140,"0","0","0","0","0","0"
"141",141,"1","1","1","0","0","1"
"142",142,"0","0","0","0","0","0"
"143",143,"0","0","0","0","0","0"
"144",144,"0","0","0","1","1","0"
"145",145,"1","0","0","0","0","0"
"146",146,"0","0","0","0","0","0"
"147",147,"1","1","1","1","1","1"
"148",148,"0","0","0","0","0","0"
"149",149,"1","1","1","1","1","1"
"150",150,"1","1","1","1","1","1"
"151",151,"1","0","1","1","0","1"
"152",152,"0","1","1","1","1","1"
"153",153,"0","0","0","0","0","0"
"154",154,"0","1","0","1","0","0"
"155",155,"1","1","0","1","0","1"
"156",156,"0","0","0","0","0","0"
"157",157,"1","1","1","0","0","1"
"158",158,"1","1","1","1","1","1"
"159",159,"1","1","1","1","1","1"
"160",160,"1","0","1","1","1","1"
"161",161,"0","0","0","0","0","0"
"162",162,"1","1","1","1","1","1"
"163",163,"0","0","0","0","0","0"
"164",164,"1","1","1","1","1","1"
"165",165,"0","0","0","0","0","0"
"166",166,"1","1","0","0","0","0"
"167",167,"0","0","0","0","0","0"
"168",168,"0","0","0","0","0","0"
"169",169,"1","0","0","0","0","0"
"170",170,"0","0","0","0","0","0"
"171",171,"1","1","1","1","1","1"
"172",172,"1","1","1","1","0","0"
"173",173,"1","1","1","1","1","1"
"174",174,"0","0","0","0","0","0"
"175",175,"1","1","1","1","1","1"
"176",176,"0","0","0","0","0","0"
"177",177,"1","1","1","1","1","1"
"178",178,"0","0","0","0","0","0"
"179",179,"1","1","1","1","1","1"
"180",180,"1","1","1","1","1","1"
"181",181,"1","0","0","0","0","0"
"182",182,"1","1","1","1","1","1"
"183",183,"1","0","0","0","0","0"
"184",184,"0","0","0","0","0","0"
"185",185,"0","0","0","0","0","0"
"186",186,"0","0","0","0","0","0"
"187",187,"1","1","1","1","1","1"
"188",188,"1","1","0","0","0","1"
"189",189,"1","0","0","1","1","0"
"190",190,"0","0","0","0","0","0"
"191",191,"0","0","0","0","0","0"
"192",192,"0","0","0","0","0","0"
"193",193,"1","0","0","0","1","0"
"194",194,"1","0","0","0","0","0"
"195",195,"1","1","1","1","1","1"
"196",196,"0","0","0","0","0","0"
"197",197,"0","0","0","0","0","0"
"198",198,"0","0","0","1","0","1"
"199",199,"0","0","0","0","0","0"
"200",200,"1","0","0","0","0","0"
"201",201,"0","1","1","1","1","1"
"202",202,"0","0","0","0","0","0"
"203",203,"1","1","1","1","0","1"
"204",204,"0","0","0","0","0","0"
"205",205,"1","1","1","1","1","1"
"206",206,"1","1","1","1","1","1"
"207",207,"0","0","0","0","0","0"
"208",208,"0","0","0","0","0","0"
"209",209,"1","1","1","1","1","1"
"210",210,"1","1","1","1","1","1"
"211",211,"0","0","0","0","0","0"
"212",212,"1","0","1","1","1","1"
"213",213,"0","0","0","0","0","0"
"214",214,"1","1","1","1","1","1"
"215",215,"1","1","1","1","1","1"
"216",216,"0","0","0","0","0","0"
"217",217,"1","1","1","1","1","1"
"218",218,"1","1","0","0","0","0"
"219",219,"0","0","0","0","0","0"
"220",220,"1","1","1","1","1","1"
"221",221,"0","0","0","0","0","0"
"222",222,"0","0","0","0","0","0"
"223",223,"1","1","1","1","1","1"
"224",224,"1","1","1","1","1","1"
"225",225,"1","1","1","1","1","1"
"226",226,"1","0","0","1","1","0"
"227",227,"0","0","0","0","0","0"
"228",228,"1","1","0","0","0","1"
"229",229,"1","1","1","1","1","1"
"230",230,"1","1","1","1","0","1"
"231",231,"0","0","1","1","1","0"
"232",232,"0","0","0","0","0","0"
"233",233,"0","0","0","0","0","0"
"234",234,"0","0","0","0","0","0"
"235",235,"0","0","0","0","0","0"
"236",236,"0","0","0","0","0","0"
"237",237,"1","1","1","1","1","1"
"238",238,"0","0","0","0","0","1"
"239",239,"1","1","1","1","1","1"
"240",240,"1","0","0","1","1","0"
"241",241,"1","1","1","1","1","1"
"242",242,"1","0","0","0","0","0"
"243",243,"1","1","1","1","1","1"
"244",244,"1","1","0","0","0","1"
"245",245,"1","1","1","1","1","1"
"246",246,"1","1","0","0","0","1"
"247",247,"1","1","1","1","0","1"
"248",248,"0","0","0","0","0","0"
"249",249,"1","0","0","0","0","0"
"250",250,"0","0","0","0","0","0"
"251",251,"0","1","0","0","0","0"
"252",252,"1","1","1","1","1","1"
"253",253,"0","0","0","0","0","0"
"254",254,"1","1","0","1","1","1"
"255",255,"1","1","1","1","1","1"
"256",256,"0","0","0","0","0","0"
"257",257,"0","0","0","0","0","0"
"258",258,"0","0","0","0","0","0"
"259",259,"0","1","1","1","1","1"
"260",260,"1","1","1","1","1","1"
"261",261,"0","0","0","0","0","0"
"262",262,"0","0","0","0","0","0"
"263",263,"0","0","1","1","1","1"
"264",264,"1","1","1","1","1","1"
"265",265,"0","0","0","0","0","0"
"266",266,"1","1","1","1","1","1"
"267",267,"0","0","0","0","0","0"
"268",268,"0","0","0","0","0","0"
"269",269,"1","1","1","1","1","1"
"270",270,"1","1","1","1","1","1"
"271",271,"0","0","0","0","0","0"
"272",272,"1","1","1","1","1","1"
"273",273,"0","0","0","0","0","0"
"274",274,"1","1","1","1","1","1"
"275",275,"1","0","0","0","0","0"
"276",276,"0","0","0","0","0","0"
"277",277,"1","1","1","1","1","1"
"278",278,"0","0","0","0","0","0"
"279",279,"1","1","1","1","1","1"
"280",280,"0","0","0","0","0","0"
"281",281,"0","1","1","1","1","1"
"282",282,"1","1","0","0","0","0"
"283",283,"0","0","0","0","0","0"
"284",284,"1","0","0","0","0","0"
"285",285,"0","1","0","0","0","0"
"286",286,"1","1","1","1","1","1"
"287",287,"0","0","0","0","0","0"
"288",288,"0","1","0","1","0","1"
"289",289,"0","0","0","0","0","0"
"290",290,"0","0","0","0","0","0"
"291",291,"0","0","0","0","0","0"
"292",292,"0","0","0","0","0","0"
"293",293,"0","0","0","0","0","0"
"294",294,"0","0","0","0","0","0"
"295",295,"0","0","0","0","0","0"
"296",296,"0","0","0","0","0","0"
"297",297,"1","1","1","1","1","1"
"298",298,"0","0","0","0","0","0"
"299",299,"0","0","0","0","0","0"
"300",300,"1","1","1","1","1","1"
"301",301,"0","0","0","0","0","0"
"302",302,"1","1","0","0","0","0"
"303",303,"1","1","1","1","1","1"
"304",304,"1","1","1","1","1","1"
"305",305,"0","0","0","0","0","0"
"306",306,"1","1","1","1","1","1"
"307",307,"1","1","1","1","1","1"
"308",308,"0","1","1","1","1","1"
"309",309,"0","0","0","0","0","0"
"310",310,"1","1","1","1","1","1"
"311",311,"1","1","1","1","1","1"
"312",312,"0","0","0","0","0","0"
"313",313,"0","1","0","0","0","0"
"314",314,"1","0","0","0","1","0"
"315",315,"0","0","0","0","0","0"
"316",316,"0","0","0","0","0","0"
"317",317,"0","0","0","0","0","0"
"318",318,"1","1","1","1","1","1"
"319",319,"1","1","1","1","1","1"
"320",320,"1","0","0","0","0","0"
"321",321,"0","1","1","1","1","1"
"322",322,"1","1","1","1","1","1"
"323",323,"1","1","1","1","1","1"
"324",324,"0","0","0","0","0","0"
"325",325,"1","1","1","1","1","1"
"326",326,"0","0","0","0","0","0"
"327",327,"1","1","1","1","1","1"
"328",328,"0","0","0","0","0","0"
"329",329,"1","1","1","1","1","1"
"330",330,"1","1","1","1","1","1"
"331",331,"1","1","1","1","1","1"
"332",332,"0","0","0","0","0","0"
"333",333,"0","0","0","0","0","0"
"334",334,"0","0","0","0","0","0"
"335",335,"0","0","0","0","0","0"
"336",336,"0","0","0","0","0","0"
"337",337,"0","0","0","0","0","0"
"338",338,"0","0","0","0","0","0"
"339",339,"0","0","0","0","0","0"
"340",340,"0","0","0","0","0","0"
"341",341,"0","0","0","0","0","0"
"342",342,"0","0","0","0","0","0"
"343",343,"0","0","0","0","0","0"
"344",344,"0","0","0","0","0","0"
"345",345,"0","0","0","0","0","0"
"346",346,"0","0","0","0","0","0"
"347",347,"1","0","0","1","1","1"
"348",348,"1","1","1","1","1","1"
"349",349,"0","1","0","0","0","0"
"350",350,"1","1","1","1","1","1"
"351",351,"0","0","0","0","0","0"
"352",352,"0","0","0","0","0","0"
"353",353,"0","0","0","0","0","0"
"354",354,"1","1","1","1","1","1"
"355",355,"0","0","0","0","0","0"
"356",356,"0","0","0","0","0","0"
"357",357,"0","0","0","0","0","0"
"358",358,"0","0","0","0","0","0"
"359",359,"1","1","1","1","1","1"
"360",360,"0","0","0","0","0","0"
"361",361,"1","1","1","1","1","1"
"362",362,"0","0","0","0","0","0"
"363",363,"0","0","1","1","0","0"
"364",364,"0","0","0","0","0","0"
"365",365,"1","1","1","1","1","1"
"366",366,"0","1","0","0","0","0"
"367",367,"1","1","1","1","1","1"
"368",368,"1","1","1","1","1","1"
"369",369,"0","0","0","0","0","0"
"370",370,"1","1","1","1","1","1"
"371",371,"0","0","0","0","0","0"
"372",372,"1","1","1","1","1","1"
"373",373,"0","0","0","0","0","0"
"374",374,"0","1","1","1","1","1"
"375",375,"0","0","0","0","0","0"
"376",376,"0","0","0","0","0","0"
"377",377,"0","1","1","1","1","1"
"378",378,"0","0","0","0","0","0"
"379",379,"1","1","1","1","1","1"
"380",380,"0","0","0","0","0","0"
"381",381,"0","0","0","0","0","0"
"382",382,"0","0","0","0","0","0"
"383",383,"1","1","1","1","1","1"
"384",384,"1","0","0","0","0","0"
"385",385,"1","1","1","1","1","1"
"386",386,"1","1","1","1","1","1"
"387",387,"0","0","0","0","0","0"
"388",388,"0","0","0","0","0","0"
"389",389,"0","0","0","0","0","0"
"390",390,"0","0","0","0","0","0"
"391",391,"0","0","0","0","0","0"
"392",392,"0","1","0","0","0","1"
"393",393,"0","0","0","0","0","0"
"394",394,"0","0","0","0","0","0"
"395",395,"0","1","0","0","0","0"
"396",396,"1","1","1","1","1","1"
"397",397,"0","0","0","0","0","0"
"398",398,"0","1","1","1","1","1"
"399",399,"0","0","0","0","0","0"
"400",400,"1","1","1","1","1","1"
"401",401,"0","0","0","0","0","0"
"402",402,"0","0","0","0","0","0"
"403",403,"0","0","0","0","0","0"
"404",404,"1","1","1","1","1","1"
"405",405,"1","1","1","0","0","1"
"406",406,"0","0","0","0","0","0"
"407",407,"0","0","0","0","0","0"
"408",408,"0","0","0","0","0","0"
"409",409,"1","1","1","1","1","1"
"410",410,"0","1","1","1","1","1"
"411",411,"0","0","0","0","0","0"
"412",412,"0","0","0","0","0","0"
"413",413,"1","1","1","1","1","1"
"414",414,"1","1","0","0","0","1"
"415",415,"0","0","0","0","0","0"
"416",416,"0","0","0","0","0","0"
"417",417,"1","0","0","1","1","1"
"418",418,"0","0","0","0","0","0"
"419",419,"0","0","0","0","0","0"
"420",420,"0","0","0","0","0","0"
"421",421,"0","0","0","0","0","0"
"422",422,"0","1","1","1","0","1"
"423",423,"0","0","0","0","0","0"
"424",424,"1","1","1","0","1","1"
"425",425,"0","0","0","0","0","0"
"426",426,"1","1","1","1","1","1"
"427",427,"1","0","0","0","1","0"
"428",428,"0","0","0","0","0","0"
"429",429,"0","0","0","0","0","0"
"430",430,"1","1","1","1","1","1"
"431",431,"1","1","1","1","1","1"
"432",432,"1","1","1","1","1","1"
"433",433,"0","0","0","0","0","0"
"434",434,"0","0","0","0","0","0"
"435",435,"0","0","0","0","0","0"
"436",436,"0","0","0","0","0","0"
"437",437,"0","0","0","0","0","0"
"438",438,"1","1","1","1","1","1"
"439",439,"0","0","0","0","0","0"
"440",440,"0","0","0","0","0","0"
"441",441,"1","1","1","1","1","1"
"442",442,"0","0","0","0","0","0"
"443",443,"0","0","0","0","0","0"
"444",444,"0","0","0","0","0","0"
"445",445,"1","0","1","1","1","1"
"446",446,"0","0","0","0","0","0"
"447",447,"0","0","0","0","0","0"
"448",448,"0","0","0","0","0","0"
"449",449,"0","1","1","1","1","1"
"450",450,"0","0","0","0","0","0"
"451",451,"0","0","0","0","0","0"
"452",452,"1","1","1","1","1","1"
"453",453,"1","1","1","1","1","1"
"454",454,"1","1","1","1","1","1"
"455",455,"0","0","0","0","0","0"
"456",456,"1","1","1","1","1","1"
"457",457,"0","0","0","0","0","0"
"458",458,"0","0","0","0","0","0"
"459",459,"1","1","1","1","1","1"
"460",460,"0","0","0","0","0","0"
"461",461,"1","0","0","0","0","0"
"462",462,"0","0","0","1","0","0"
"463",463,"0","0","0","0","0","0"
"464",464,"0","0","0","0","0","1"
"465",465,"0","0","0","0","0","0"
"466",466,"1","0","0","0","0","0"
"467",467,"1","1","1","1","1","1"
"468",468,"1","1","1","1","1","1"
"469",469,"1","1","1","1","1","1"
"470",470,"0","0","0","0","0","0"
"471",471,"1","1","1","1","1","1"
"472",472,"0","0","0","0","0","0"
"473",473,"0","0","0","0","0","0"
"474",474,"1","1","1","1","1","1"
"475",475,"0","0","0","0","0","0"
"476",476,"0","0","0","0","0","0"
"477",477,"0","0","0","0","0","0"
"478",478,"1","1","1","1","0","1"
"479",479,"0","0","0","0","0","0"
"480",480,"1","1","1","1","1","1"
"481",481,"1","1","1","1","1","1"
"482",482,"1","1","1","1","1","1"
"483",483,"0","0","0","0","0","0"
"484",484,"1","1","1","1","1","1"
"485",485,"0","0","0","0","0","0"
"486",486,"0","0","0","0","0","0"
"487",487,"1","1","1","1","1","1"
"488",488,"0","0","0","0","0","0"
"489",489,"1","1","1","1","1","1"
"490",490,"1","1","1","1","1","1"
"491",491,"1","0","1","1","1","1"
"492",492,"0","0","0","0","0","0"
"493",493,"1","1","1","1","1","1"
"494",494,"0","0","0","0","0","0"
"495",495,"0","1","0","1","1","1"
"496",496,"0","1","0","1","1","0"
"497",497,"1","1","0","0","0","0"
"498",498,"1","0","0","1","0","0"
"499",499,"0","0","0","0","0","0"
"500",500,"1","1","1","1","1","1"
"501",501,"0","0","0","0","0","0"
"502",502,"0","0","0","0","0","0"
"503",503,"1","1","1","1","1","1"
"504",504,"1","1","1","1","1","1"
"505",505,"0","0","0","0","0","0"
"506",506,"1","1","1","1","1","1"
"507",507,"0","0","0","1","1","1"
"508",508,"0","0","1","1","0","1"
"509",509,"1","1","1","1","1","1"
"510",510,"1","1","1","1","1","1"
"511",511,"1","1","1","1","1","1"
"512",512,"0","0","0","0","0","0"
"513",513,"1","1","1","1","1","1"
"514",514,"0","0","0","0","0","0"
"515",515,"0","0","0","0","0","0"
"516",516,"0","0","0","0","0","0"
"517",517,"1","1","1","1","1","1"
"518",518,"1","1","1","1","1","1"
"519",519,"0","0","0","0","0","0"
"520",520,"0","0","0","0","0","0"
"521",521,"1","1","1","1","1","1"
"522",522,"0","0","0","0","0","0"
"523",523,"1","1","1","1","1","1"
"524",524,"1","0","0","0","0","0"
"525",525,"1","1","1","1","1","1"
"526",526,"0","0","0","0","0","0"
"527",527,"0","0","0","0","0","0"
"528",528,"0","0","0","0","0","0"
"529",529,"1","1","1","1","1","1"
"530",530,"0","0","0","0","0","0"
"531",531,"0","0","0","0","0","0"
"532",532,"0","0","0","1","1","0"
"533",533,"0","0","0","0","0","0"
"534",534,"0","0","0","0","0","0"
"535",535,"1","1","1","1","1","1"
"536",536,"0","0","0","0","0","0"
"537",537,"1","1","0","0","0","1"
"538",538,"1","1","1","1","1","1"
"539",539,"1","1","1","1","1","1"
"540",540,"1","1","1","1","1","1"
"541",541,"1","1","1","1","1","1"
"542",542,"0","0","0","0","0","0"
"543",543,"0","0","0","0","1","1"
"544",544,"1","1","1","1","1","1"
"545",545,"0","0","0","0","0","0"
"546",546,"0","0","0","0","0","0"
"547",547,"0","0","0","0","0","0"
"548",548,"0","0","0","0","0","0"
"549",549,"0","0","0","0","0","0"
"550",550,"1","0","0","0","0","0"
"551",551,"1","1","1","1","1","1"
"552",552,"0","0","0","0","0","0"
"553",553,"0","0","0","0","0","0"
"554",554,"0","0","0","0","0","0"
"555",555,"1","1","1","1","1","1"
"556",556,"0","0","0","0","0","0"
"557",557,"1","1","1","1","1","1"
"558",558,"1","1","1","1","1","1"
"559",559,"0","0","0","0","0","0"
"560",560,"0","0","0","0","0","0"
"561",561,"0","0","0","0","0","0"
"562",562,"0","0","0","0","0","0"
"563",563,"0","0","0","0","0","0"
"564",564,"0","0","0","0","0","0"
"565",565,"1","1","1","1","1","1"
"566",566,"1","1","1","1","1","1"
"567",567,"1","0","0","0","0","0"
"568",568,"1","1","1","1","1","1"
"569",569,"1","1","1","1","1","1"
"570",570,"1","1","1","1","1","1"
"571",571,"0","0","0","0","0","0"
"572",572,"1","1","1","1","1","1"
"573",573,"1","1","1","1","1","1"
"574",574,"1","1","1","1","1","1"
"575",575,"0","0","0","0","0","0"
"576",576,"0","0","0","0","0","0"
"577",577,"0","0","0","0","0","0"
"578",578,"1","1","1","1","1","1"
"579",579,"1","1","1","1","1","1"
"580",580,"0","0","0","0","0","0"
"581",581,"0","0","0","0","0","0"
"582",582,"0","1","1","1","1","1"
"583",583,"1","1","1","1","1","1"
"584",584,"0","0","0","0","0","0"
"585",585,"1","1","1","1","1","1"
"586",586,"1","0","0","0","0","0"
"587",587,"0","1","1","0","0","1"
"588",588,"0","0","0","0","0","0"
"589",589,"1","1","1","1","1","1"
"590",590,"1","1","1","1","1","1"
"591",591,"0","0","0","0","0","0"
"592",592,"1","1","1","1","1","1"
"593",593,"1","1","1","1","1","1"
"594",594,"0","0","0","0","0","0"
"595",595,"0","0","0","0","0","0"
"596",596,"1","1","0","0","0","1"
"597",597,"1","0","0","0","0","0"
"598",598,"0","0","0","0","0","0"
"599",599,"1","0","0","0","0","0"
"600",600,"1","1","1","0","0","1"
"601",601,"1","1","1","1","1","1"
"602",602,"0","0","0","0","0","0"
"603",603,"1","1","1","1","1","1"
"604",604,"0","0","0","0","0","0"
"605",605,"1","1","1","1","1","1"
"606",606,"1","1","1","1","1","1"
"607",607,"0","0","0","0","0","0"
"608",608,"1","0","0","0","0","0"
"609",609,"1","1","1","0","0","1"
"610",610,"1","0","0","0","0","0"
"611",611,"1","1","1","1","1","1"
"612",612,"0","0","0","0","0","0"
"613",613,"1","1","1","1","1","1"
"614",614,"0","0","0","0","0","0"
"615",615,"1","1","1","1","1","1"
"616",616,"0","1","1","1","1","1"
"617",617,"0","0","0","0","0","0"
"618",618,"0","0","0","0","0","0"
"619",619,"1","1","1","1","1","1"
"620",620,"0","0","0","0","0","0"
"621",621,"1","1","1","1","1","1"
"622",622,"1","1","1","1","1","1"
"623",623,"1","1","1","1","1","1"
"624",624,"0","0","0","0","0","0"
"625",625,"0","0","0","0","0","0"
"626",626,"1","1","1","1","1","1"
"627",627,"0","0","0","0","0","0"
"628",628,"0","0","0","0","0","0"
"629",629,"0","0","0","0","0","0"
"630",630,"1","1","1","1","1","1"
"631",631,"0","0","0","0","0","0"
"632",632,"1","1","1","1","1","1"
"633",633,"1","1","1","1","1","1"
"634",634,"0","0","0","0","0","0"
"635",635,"1","1","1","1","1","1"
"636",636,"0","0","0","0","0","0"
"637",637,"0","0","0","0","0","0"
"638",638,"0","0","0","0","0","0"
"639",639,"1","1","1","1","1","1"
"640",640,"0","0","0","0","0","0"
"641",641,"0","0","0","0","0","0"
"642",642,"0","0","0","0","0","0"
"643",643,"1","1","1","1","1","1"
"644",644,"0","0","0","0","0","0"
"645",645,"0","0","0","0","0","0"
"646",646,"0","0","0","0","0","0"
"647",647,"1","1","1","1","1","1"
"648",648,"0","0","0","0","0","0"
"649",649,"1","0","0","0","0","0"
"650",650,"0","0","0","0","0","0"
"651",651,"0","0","0","0","0","0"
"652",652,"0","1","1","1","1","1"
"653",653,"1","1","0","0","0","1"
"654",654,"0","0","0","0","0","0"
"655",655,"1","1","1","1","1","1"
"656",656,"0","0","0","0","0","0"
"657",657,"0","0","0","0","0","0"
"658",658,"0","1","0","0","0","0"
"659",659,"1","1","1","1","0","1"
"660",660,"1","1","1","1","1","1"
"661",661,"0","0","0","0","0","0"
"662",662,"1","1","1","1","1","1"
"663",663,"0","0","0","0","0","0"
"664",664,"1","1","1","1","1","1"
"665",665,"1","1","1","1","1","1"
"666",666,"0","0","0","0","0","0"
"667",667,"1","0","0","0","0","0"
"668",668,"1","1","1","1","1","1"
"669",669,"1","1","1","1","1","1"
"670",670,"1","1","1","1","1","1"
"671",671,"0","0","0","0","0","0"
"672",672,"0","1","1","1","1","1"
"673",673,"1","1","1","1","1","1"
"674",674,"1","1","1","1","1","1"
"675",675,"0","0","0","0","0","0"
"676",676,"1","1","1","1","1","1"
"677",677,"1","1","1","1","1","1"
"678",678,"0","0","0","0","0","0"
"679",679,"0","1","0","0","0","1"
"680",680,"1","1","1","1","1","1"
"681",681,"0","0","0","0","0","0"
"682",682,"0","0","0","0","0","0"
"683",683,"0","0","0","1","1","0"
"684",684,"0","1","0","0","0","0"
"685",685,"0","0","0","0","0","0"
"686",686,"1","0","0","0","0","0"
"687",687,"0","0","0","0","0","0"
"688",688,"1","1","1","1","1","1"
"689",689,"0","1","0","0","0","0"
"690",690,"0","0","0","0","0","0"
"691",691,"1","0","0","0","0","0"
"692",692,"1","0","0","0","0","0"
"693",693,"0","0","0","0","0","0"
"694",694,"0","0","0","0","0","0"
"695",695,"1","1","1","0","0","1"
"696",696,"0","0","0","0","0","0"
"697",697,"0","0","0","0","0","0"
"698",698,"0","0","0","0","0","0"
"699",699,"0","0","0","0","0","0"
"700",700,"0","1","0","0","0","1"
"701",701,"0","0","0","0","0","0"
"702",702,"1","1","1","1","1","1"
"703",703,"0","1","1","1","1","1"
"704",704,"1","1","1","0","0","1"
"705",705,"1","1","1","1","1","1"
"706",706,"0","0","0","0","0","0"
"707",707,"0","0","0","0","0","0"
"708",708,"1","1","1","1","1","1"
"709",709,"1","1","1","1","1","1"
"710",710,"1","1","1","1","1","1"
"711",711,"1","1","1","1","1","1"
"712",712,"0","0","0","0","0","1"
"713",713,"0","0","0","0","0","0"
"714",714,"0","0","0","0","0","0"
"715",715,"1","0","0","0","0","0"
"716",716,"1","1","1","1","1","1"
"717",717,"0","0","0","0","0","0"
"718",718,"1","1","0","0","0","1"
"719",719,"0","0","0","0","0","0"
"720",720,"1","1","1","1","1","1"
"721",721,"0","0","0","0","0","0"
"722",722,"0","1","0","0","0","0"
"723",723,"1","1","1","1","1","1"
"724",724,"0","0","0","0","0","0"
"725",725,"1","0","0","0","0","0"
"726",726,"1","1","1","1","1","1"
"727",727,"1","1","1","1","1","1"
"728",728,"1","1","1","1","1","1"
"729",729,"0","0","0","0","0","0"
"730",730,"0","0","0","0","0","0"
"731",731,"0","0","0","0","0","0"
"732",732,"1","1","0","0","0","1"
